appid,name,release_date,release_year,year_range,developer,publisher,free_to_play,virtual_reality_support,singleplayer,multiplayer,windows_support,mac_support,linux_support,required_age,categories,steamspy_tags,achievements,general_rating,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_reviews,genres,value
235800,Audiosurf 2,2015-05-26,2015,2012 - 2015,Dylan Fitterer,Dylan Fitterer,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Shared/Split Screen;Full controller support;Steam Workshop,Music;Indie;Rhythm,14,Positive,3785,882,507,507,200k to 500k,10.99,4667,Genre1,Indie
360740,Downwell,2015-10-15,2015,2012 - 2015,Moppin,Devolver Digital,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Platformer;Indie;Action,20,Extremely Positive,4486,149,134,108,200k to 500k,1.99,4635,Genre1,Action
360740,Downwell,2015-10-15,2015,2012 - 2015,Moppin,Devolver Digital,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Platformer;Indie;Action,20,Extremely Positive,4486,149,134,108,200k to 500k,1.99,4635,Genre2,Adventure
360740,Downwell,2015-10-15,2015,2012 - 2015,Moppin,Devolver Digital,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Platformer;Indie;Action,20,Extremely Positive,4486,149,134,108,200k to 500k,1.99,4635,Genre3,Indie
367450,Poly Bridge,2016-07-12,2016,2016 - 2019,Dry Cactus,Dry Cactus,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Building;Simulation;Physics,22,Positive,4112,520,168,175,500k to 1M,7.19,4632,Genre1,Indie
367450,Poly Bridge,2016-07-12,2016,2016 - 2019,Dry Cactus,Dry Cactus,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Building;Simulation;Physics,22,Positive,4112,520,168,175,500k to 1M,7.19,4632,Genre2,Simulation
274920,FaceRig,2015-07-07,2015,2012 - 2015,Holotech Studios,Holotech Studios,FALSE,FALSE,FALSE,No multiplayer,TRUE,FALSE,FALSE,0,Steam Achievements;Steam Trading Cards;Steam Workshop,Animation & Modeling;Funny;Video Production,38,Positive,3841,785,466,712,500k to 1M,12.99,4626,Genre1,Animation & Modeling
274920,FaceRig,2015-07-07,2015,2012 - 2015,Holotech Studios,Holotech Studios,FALSE,FALSE,FALSE,No multiplayer,TRUE,FALSE,FALSE,0,Steam Achievements;Steam Trading Cards;Steam Workshop,Animation & Modeling;Funny;Video Production,38,Positive,3841,785,466,712,500k to 1M,12.99,4626,Genre2,Video Production
627270,Injustice™ 2,2017-11-30,2017,2016 - 2019,NetherRealm Studios;QLOC,WB Games,FALSE,FALSE,TRUE,Local + Online,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Fighting;Action;Superhero,74,Positive,3673,938,103,163,200k to 500k,39.99,4611,Genre1,Action
200170,Worms Revolution,2012-10-10,2012,2012 - 2015,Team17 Digital Ltd,Team17 Digital Ltd,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Strategy;Multiplayer;Funny,34,Positive,3922,686,445,259,1M to 2M,10.99,4608,Genre1,Strategy
10150,Prototype™,2009-06-12,2009,2009 - 2011,Radical Entertainment,Activision,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,Action;Open World;Adventure,0,Positive,3702,904,645,1001,500k to 1M,14.99,4606,Genre1,Action
10150,Prototype™,2009-06-12,2009,2009 - 2011,Radical Entertainment,Activision,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player,Action;Open World;Adventure,0,Positive,3702,904,645,1001,500k to 1M,14.99,4606,Genre2,Adventure
316790,Grim Fandango Remastered,2015-01-26,2015,2012 - 2015,Double Fine Productions,Double Fine Productions,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available,Adventure;Classic;Point & Click,47,Positive,4129,471,285,322,500k to 1M,10.99,4600,Genre1,Adventure
314020,Morphopolis,2014-08-14,2014,2012 - 2015,Dan  Walters;Ceri Williams,Dan  Walters,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Puzzle;Hidden Object;Casual,13,Positive,3846,749,219,180,200k to 500k,2.89,4595,Genre1,Adventure
314020,Morphopolis,2014-08-14,2014,2012 - 2015,Dan  Walters;Ceri Williams,Dan  Walters,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Puzzle;Hidden Object;Casual,13,Positive,3846,749,219,180,200k to 500k,2.89,4595,Genre2,Casual
314020,Morphopolis,2014-08-14,2014,2012 - 2015,Dan  Walters;Ceri Williams,Dan  Walters,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Puzzle;Hidden Object;Casual,13,Positive,3846,749,219,180,200k to 500k,2.89,4595,Genre3,Indie
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2016-07-18,2016,2016 - 2019,SANDLOT,D3 PUBLISHER,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,FALSE,FALSE,12,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Third-Person Shooter;Co-op,51,Positive,4325,267,915,1708,200k to 500k,15.49,4592,Genre1,Action
584980,Late Shift,2017-04-18,2017,2016 - 2019,CtrlMovie,Wales Interactive,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Choices Matter;FMV;Choose Your Own Adventure,20,Positive,4059,525,308,387,200k to 500k,9.99,4584,Genre1,Adventure
584980,Late Shift,2017-04-18,2017,2016 - 2019,CtrlMovie,Wales Interactive,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Choices Matter;FMV;Choose Your Own Adventure,20,Positive,4059,525,308,387,200k to 500k,9.99,4584,Genre2,Indie
848450,Subnautica: Below Zero,2019-01-30,2019,2016 - 2019,Unknown Worlds Entertainment,Unknown Worlds Entertainment,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Partial Controller Support,Early Access;Survival;Open World,0,Positive,4097,471,229,289,200k to 500k,15.49,4568,Genre1,Adventure
848450,Subnautica: Below Zero,2019-01-30,2019,2016 - 2019,Unknown Worlds Entertainment,Unknown Worlds Entertainment,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Partial Controller Support,Early Access;Survival;Open World,0,Positive,4097,471,229,289,200k to 500k,15.49,4568,Genre2,Indie
848450,Subnautica: Below Zero,2019-01-30,2019,2016 - 2019,Unknown Worlds Entertainment,Unknown Worlds Entertainment,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Partial Controller Support,Early Access;Survival;Open World,0,Positive,4097,471,229,289,200k to 500k,15.49,4568,Genre3,Early Access
297130,Titan Souls,2015-04-14,2015,2012 - 2015,Acid Nerve,Devolver Digital,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support,Pixel Graphics;Difficult;Adventure,27,Positive,3556,981,46,67,200k to 500k,10.99,4537,Genre1,Action
297130,Titan Souls,2015-04-14,2015,2012 - 2015,Acid Nerve,Devolver Digital,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support,Pixel Graphics;Difficult;Adventure,27,Positive,3556,981,46,67,200k to 500k,10.99,4537,Genre2,Adventure
297130,Titan Souls,2015-04-14,2015,2012 - 2015,Acid Nerve,Devolver Digital,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements;Full controller support,Pixel Graphics;Difficult;Adventure,27,Positive,3556,981,46,67,200k to 500k,10.99,4537,Genre3,Indie
250260,Jazzpunk: Director's Cut,2014-02-07,2014,2012 - 2015,Necrophone Games,Necrophone Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Comedy;Indie;Adventure,24,Positive,4136,393,305,402,200k to 500k,10.99,4529,Genre1,Adventure
250260,Jazzpunk: Director's Cut,2014-02-07,2014,2012 - 2015,Necrophone Games,Necrophone Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Comedy;Indie;Adventure,24,Positive,4136,393,305,402,200k to 500k,10.99,4529,Genre2,Indie
445980,Wizard of Legend,2018-05-15,2018,2016 - 2019,Contingent99,Contingent99,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,TRUE,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Pixel Graphics;Rogue-like,19,Positive,3990,535,386,462,200k to 500k,12.39,4525,Genre1,Action
445980,Wizard of Legend,2018-05-15,2018,2016 - 2019,Contingent99,Contingent99,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,TRUE,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Pixel Graphics;Rogue-like,19,Positive,3990,535,386,462,200k to 500k,12.39,4525,Genre2,Adventure
445980,Wizard of Legend,2018-05-15,2018,2016 - 2019,Contingent99,Contingent99,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,TRUE,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Pixel Graphics;Rogue-like,19,Positive,3990,535,386,462,200k to 500k,12.39,4525,Genre3,Indie
643270,OLDTV,2017-07-15,2017,2016 - 2019,Creability,Creability,TRUE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements,Free to Play;Great Soundtrack;Indie,48,Extremely Positive,4293,219,25,10,200k to 500k,0,4512,Genre1,Free to Play
643270,OLDTV,2017-07-15,2017,2016 - 2019,Creability,Creability,TRUE,FALSE,TRUE,No multiplayer,TRUE,TRUE,FALSE,0,Single-player;Steam Achievements,Free to Play;Great Soundtrack;Indie,48,Extremely Positive,4293,219,25,10,200k to 500k,0,4512,Genre2,Indie
250620,Among the Sleep - Enhanced Edition,2014-05-29,2014,2012 - 2015,Krillbite Studio,Krillbite Studio,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Horror;Indie;Adventure,10,Positive,3897,608,83,83,200k to 500k,13.49,4505,Genre1,Action
250620,Among the Sleep - Enhanced Edition,2014-05-29,2014,2012 - 2015,Krillbite Studio,Krillbite Studio,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Horror;Indie;Adventure,10,Positive,3897,608,83,83,200k to 500k,13.49,4505,Genre2,Adventure
250620,Among the Sleep - Enhanced Edition,2014-05-29,2014,2012 - 2015,Krillbite Studio,Krillbite Studio,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Horror;Indie;Adventure,10,Positive,3897,608,83,83,200k to 500k,13.49,4505,Genre3,Indie
238210,System Shock 2,2013-05-10,2013,2012 - 2015,Irrational Games;Looking Glass Studios,Nightdive Studios,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,FALSE,0,Single-player;Co-op;Steam Trading Cards,RPG;Cyberpunk;Horror,0,Positive,4227,274,256,404,500k to 1M,6.99,4501,Genre1,Action
238210,System Shock 2,2013-05-10,2013,2012 - 2015,Irrational Games;Looking Glass Studios,Nightdive Studios,FALSE,FALSE,TRUE,Co-op multiplayer,TRUE,TRUE,FALSE,0,Single-player;Co-op;Steam Trading Cards,RPG;Cyberpunk;Horror,0,Positive,4227,274,256,404,500k to 1M,6.99,4501,Genre2,RPG
96000,The Tiny Bang Story,2011-04-22,2011,2009 - 2011,Colibri Games,Colibri Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Trading Cards,Puzzle;Point & Click;Hidden Object,0,Positive,3923,567,284,303,2M to 5M,3.99,4490,Genre1,Adventure
96000,The Tiny Bang Story,2011-04-22,2011,2009 - 2011,Colibri Games,Colibri Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Trading Cards,Puzzle;Point & Click;Hidden Object,0,Positive,3923,567,284,303,2M to 5M,3.99,4490,Genre2,Casual
96000,The Tiny Bang Story,2011-04-22,2011,2009 - 2011,Colibri Games,Colibri Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Trading Cards,Puzzle;Point & Click;Hidden Object,0,Positive,3923,567,284,303,2M to 5M,3.99,4490,Genre3,Indie
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre1,Action
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre2,Adventure
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre3,Indie
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre4,RPG
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre5,Simulation
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre6,Strategy
268650,From the Depths,2014-08-07,2014,2012 - 2015,Brilliant Skies Ltd.,Brilliant Skies Ltd.,FALSE,FALSE,TRUE,Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Captions available;Steam Workshop;Steam Leaderboards;Includes level editor,Early Access;Sandbox;Building,0,Positive,3965,525,716,491,200k to 500k,11.39,4490,Genre7,Early Access
222730,Reus,2013-05-16,2013,2012 - 2015,Abbey Games,Abbey Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards,God Game;Strategy;Indie,123,Positive,3569,917,1293,195,500k to 1M,6.99,4486,Genre1,Indie
222730,Reus,2013-05-16,2013,2012 - 2015,Abbey Games,Abbey Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards,God Game;Strategy;Indie,123,Positive,3569,917,1293,195,500k to 1M,6.99,4486,Genre2,Simulation
222730,Reus,2013-05-16,2013,2012 - 2015,Abbey Games,Abbey Games,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Steam Trading Cards,God Game;Strategy;Indie,123,Positive,3569,917,1293,195,500k to 1M,6.99,4486,Genre3,Strategy
270210,Melody's Escape,2016-05-20,2016,2016 - 2019,Icetesy SPRL,Icetesy SPRL,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Music;Rhythm;Indie,8,Positive,4187,292,40,40,100k to 200k,6.99,4479,Genre1,Indie
247020,"Cook, Serve, Delicious!",2013-10-08,2013,2012 - 2015,Vertigo Gaming Inc.,Vertigo Gaming Inc.,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Simulation;Indie;Management,52,Positive,4232,235,381,501,200k to 500k,6.99,4467,Genre1,Action
247020,"Cook, Serve, Delicious!",2013-10-08,2013,2012 - 2015,Vertigo Gaming Inc.,Vertigo Gaming Inc.,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Simulation;Indie;Management,52,Positive,4232,235,381,501,200k to 500k,6.99,4467,Genre2,Indie
247020,"Cook, Serve, Delicious!",2013-10-08,2013,2012 - 2015,Vertigo Gaming Inc.,Vertigo Gaming Inc.,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Simulation;Indie;Management,52,Positive,4232,235,381,501,200k to 500k,6.99,4467,Genre3,Simulation
247020,"Cook, Serve, Delicious!",2013-10-08,2013,2012 - 2015,Vertigo Gaming Inc.,Vertigo Gaming Inc.,FALSE,FALSE,TRUE,No multiplayer,TRUE,TRUE,TRUE,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Simulation;Indie;Management,52,Positive,4232,235,381,501,200k to 500k,6.99,4467,Genre4,Strategy
531640,Eternal Card Game,2018-11-15,2018,2016 - 2019,Dire Wolf Digital,Dire Wolf Digital,TRUE,FALSE,TRUE,Online only,TRUE,TRUE,FALSE,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Card Game;Strategy,29,Positive,3457,993,271,36,200k to 500k,0,4450,Genre1,Casual
531640,Eternal Card Game,2018-11-15,2018,2016 - 2019,Dire Wolf Digital,Dire Wolf Digital,TRUE,FALSE,TRUE,Online only,TRUE,TRUE,FALSE,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Card Game;Strategy,29,Positive,3457,993,271,36,200k to 500k,0,4450,Genre2,Free to Play
531640,Eternal Card Game,2018-11-15,2018,2016 - 2019,Dire Wolf Digital,Dire Wolf Digital,TRUE,FALSE,TRUE,Online only,TRUE,TRUE,FALSE,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Card Game;Strategy,29,Positive,3457,993,271,36,200k to 500k,0,4450,Genre3,Massively Multiplayer
531640,Eternal Card Game,2018-11-15,2018,2016 - 2019,Dire Wolf Digital,Dire Wolf Digital,TRUE,FALSE,TRUE,Online only,TRUE,TRUE,FALSE,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Card Game;Strategy,29,Positive,3457,993,271,36,200k to 500k,0,4450,Genre4,Strategy
224460,Contrast,2013-11-15,2013,2012 - 2015,Compulsion Games,Focus Home Interactive,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Female Protagonist;Noir;Indie,22,Positive,4028,415,91,91,200k to 500k,8.49,4443,Genre1,Adventure
224460,Contrast,2013-11-15,2013,2012 - 2015,Compulsion Games,Focus Home Interactive,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Female Protagonist;Noir;Indie,22,Positive,4028,415,91,91,200k to 500k,8.49,4443,Genre2,Indie
492720,Tropico 6,2019-03-29,2019,2016 - 2019,Limbic Entertainment,Kalypso Media,FALSE,FALSE,TRUE,Online only,TRUE,FALSE,TRUE,16,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy;City Builder;Economy,40,Positive,3778,664,1345,1573,100k to 200k,39.99,4442,Genre1,Simulation
492720,Tropico 6,2019-03-29,2019,2016 - 2019,Limbic Entertainment,Kalypso Media,FALSE,FALSE,TRUE,Online only,TRUE,FALSE,TRUE,16,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy;City Builder;Economy,40,Positive,3778,664,1345,1573,100k to 200k,39.99,4442,Genre2,Strategy
40300,Risen,2009-10-02,2009,2009 - 2011,Piranha Bytes,Deep Silver,FALSE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Trading Cards,RPG;Open World;Gothic,0,Positive,3848,585,994,650,500k to 1M,7.99,4433,Genre1,RPG
465520,PRICE,2016-09-15,2016,2016 - 2019,YETU GAME,YETU GAME,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Puzzle;Free to Play;Anime,8,Positive,4198,233,63481,63490,200k to 500k,0,4431,Genre1,Adventure
465520,PRICE,2016-09-15,2016,2016 - 2019,YETU GAME,YETU GAME,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Puzzle;Free to Play;Anime,8,Positive,4198,233,63481,63490,200k to 500k,0,4431,Genre2,Casual
465520,PRICE,2016-09-15,2016,2016 - 2019,YETU GAME,YETU GAME,TRUE,FALSE,TRUE,No multiplayer,TRUE,FALSE,FALSE,0,Single-player;Steam Achievements;Steam Trading Cards,Puzzle;Free to Play;Anime,8,Positive,4198,233,63481,63490,200k to 500k,0,4431,Genre3,Indie
466910,Worm.is: The Game,2016-05-04,2016,2016 - 2019,Freakinware Studios,Freakinware Studios,TRUE,FALSE,FALSE,Multiplayer (Unspecified),TRUE,TRUE,FALSE,0,Multi-player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Casual;Multiplayer,0,Positive,3550,879,68,60,1M to 2M,0,4429,Genre1,Casual
466910,Worm.is: The Game,2016-05-04,2016,2016 - 2019,Freakinware Studios,Freakinware Studios,TRUE,FALSE,FALSE,Multiplayer (Unspecified),TRUE,TRUE,FALSE,0,Multi-player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Casual;Multiplayer,0,Positive,3550,879,68,60,1M to 2M,0,4429,Genre2,Free to Play
673950,Farm Together,2018-10-11,2018,2016 - 2019,Milkstone Studios,Milkstone Studios,FALSE,FALSE,TRUE,Local + Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Multiplayer;Agriculture,45,Positive,4022,407,35,35,100k to 200k,15.49,4429,Genre1,Casual
673950,Farm Together,2018-10-11,2018,2016 - 2019,Milkstone Studios,Milkstone Studios,FALSE,FALSE,TRUE,Local + Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Multiplayer;Agriculture,45,Positive,4022,407,35,35,100k to 200k,15.49,4429,Genre2,Indie
673950,Farm Together,2018-10-11,2018,2016 - 2019,Milkstone Studios,Milkstone Studios,FALSE,FALSE,TRUE,Local + Online + Co-op,TRUE,TRUE,TRUE,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Multiplayer;Agriculture,45,Positive,4022,407,35,35,100k to 200k,15.49,4429,Genre3,Simulation
17570,"Pirates, Vikings, and Knights II",2010-02-12,2010,2009 - 2011,Octoshark Studios,Octoshark Studios,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,Free to Play;Multiplayer;Action,247,Positive,3839,582,117,197,500k to 1M,0,4421,Genre1,Action
17570,"Pirates, Vikings, and Knights II",2010-02-12,2010,2009 - 2011,Octoshark Studios,Octoshark Studios,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,Free to Play;Multiplayer;Action,247,Positive,3839,582,117,197,500k to 1M,0,4421,Genre2,Free to Play
17570,"Pirates, Vikings, and Knights II",2010-02-12,2010,2009 - 2011,Octoshark Studios,Octoshark Studios,TRUE,FALSE,FALSE,Online only,TRUE,TRUE,TRUE,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Mods;Steam Achievements;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes level editor;Includes Source SDK,Free to Play;Multiplayer;Action,247,Positive,3839,582,117,197,500k to 1M,0,4421,Genre3,Indie
